Player_Name,Player_ID,Team_ID
Payton Pritchard,0718c0e1-7804-471a-b4ed-cde778948d4d,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Oshae Brissett,36c27a5d-c5bd-4e81-83b6-c77457103855,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Kristaps Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Jordan Walsh,59f3c089-7642-4792-99a2-97795c3d7648,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Jrue Holiday,65700e81-3aa0-49a9-8a94-004f2cfb64e5,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
JD Davison,6e468041-8174-4161-8c1d-8ac620e0cbb0,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Neemias Queta,7cfc1044-54f9-4788-af5f-8d943f992e0d,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Drew Peterson,82c98130-ca75-4fad-be40-59133af1027e,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Svi Mykhailiuk,8c0929ae-ce3d-47e0-a964-bf6b8d3981ab,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Jayson Tatum,98136da3-452f-49dc-a794-1ee9c76443f2,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Derrick White,9bcd5cff-4a1c-4454-89b6-a5899b0c6bcc,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Jaden Springer,9fff97c3-676d-4c27-ab63-8d02540bb008,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Al Horford,cf3a87ec-c2f7-42e8-9698-6f8b2ba916a9,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Sam Hauser,f5aac467-6bf9-4fa3-b89a-9ef71fe546fa,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Xavier Tillman Sr.,fb60c435-dd40-401e-977b-15bdbb753444,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Luke Kornet,fed6929f-8d92-456c-8a89-9e0c17cf4f7b,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Jaylen Brown,ffc5579c-783f-4d62-80ab-3c3dcb05a27d,583eccfa-fb46-11e1-82cb-f4ce4684ea4c
Duane Washington Jr.,08fd692d-bce8-4f56-9add-77efc68637e8,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Julius Randle,24c85a15-686e-4161-934b-40948188fa36,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Miles McBride,355a6113-d842-40be-9e74-90bb0800aabe,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Isaiah Hartenstein,38745a56-7472-4844-a2dc-f61d3bcd941f,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
DaQuan Jeffries,3a2b38a1-23da-4af8-8c1a-e52694c2416a,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Precious Achiuwa,3dbbb869-88a8-44f2-ac36-46fd0f5d825c,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Jericho Sims,56003e58-6b25-4f22-9d97-020b3d1f6616,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Shake Milton,5722e429-752c-41f7-9b75-e3fc712f14f1,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Alec Burks,73fcf334-2088-4862-b83b-66eae415cf87,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Bojan Bogdanovic,7ff02e19-e829-4e56-9a34-233a71fce76c,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Jalen Brunson,8d3edba8-9004-4199-9328-cc2208e8b0d3,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
OG Anunoby,9474fa0a-70dd-44c4-9751-dac5839ae7f3,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Mitchell Robinson,97e25d19-7c5c-49f9-91c0-5cd9b9cebdcb,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Donte DiVincenzo,9cfad453-b323-43dc-a066-6cd0a21745ad,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Jacob Toppin,a4f71454-3994-4994-a03d-1279da83989d,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Mamadi Diakite,c258dbfb-74dc-4222-a07b-f906370e945f,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Charlie Brown Jr.,c64b2514-98dc-4cd9-a920-5b36abb7c252,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Josh Hart,d6fbf8f8-bb4a-43f7-95f6-498a5e042138,583ec70e-fb46-11e1-82cb-f4ce4684ea4c
Jeff Dowtin Jr.,2d2017ed-9196-434e-9fb4-9bb904bda4ab,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Ricky Council IV,3c721dcc-8d35-494a-aa85-b696c0ecda48,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Robert Covington,3e512d9e-ff9c-4f23-a4fd-a88128ee3af2,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Terquavion Smith,4426109b-06bf-4b98-b5ba-c1d7c9595cc2,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
KJ Martin,48394746-ddaa-4e82-ae1a-2c87e3189b73,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
De'Anthony Melton,5b22ae60-ca29-4cd8-b618-cce7b9766b0e,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Tyrese Maxey,75fc46eb-71d8-4d1a-984f-3747ccd7a4c9,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Buddy Hield,795f46f2-c78d-4f1d-9ee2-4331c1cc8184,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Kelly Oubre Jr.,7dfa0971-96be-4705-9811-f9f54758145f,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Tobias Harris,82f09975-6a8d-42e4-b42c-a52b9349ed50,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Kyle Lowry,8c090758-6baa-468d-82fd-d47e17d5091b,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
D.J. Wilson,91ef3b61-97a2-4b07-981a-c4228713fd1f,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Mo Bamba,a6bf9402-7f41-49a9-ab28-fe0bdffb5060,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Nicolas Batum,a89ac040-715d-4057-8fc0-9d71ad06fa0a,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
Joel Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,583ec87d-fb46-11e1-82cb-f4ce4684ea4c
